0 -80 -80 -80 0 0
0.0170962 -80.0015 -79.9731 -79.9891 0 0
0.0341924 -80.0028 -79.9463 -79.9781 0 0
0.0666833 -80.0051 -79.8955 -79.957 0 0
0.0991743 -80.0071 -79.8445 -79.9357 0 0
0.156757 -80.0102 -79.754 -79.8971 0 0
0.246399 -80.0137 -79.6122 -79.8353 0 0
0.33604 -80.0162 -79.4697 -79.7714 0 0
0.425681 -80.0176 -79.3265 -79.7058 0 0
0.515323 -80.0182 -79.1826 -79.6387 0 0
0.65748 -80.0177 -78.9534 -79.5295 0 0
0.799636 -80.0156 -78.7233 -79.4178 0 0
1.01377 -80.0097 -78.3755 -79.2456 0 0
1.2279 -80.001 -78.0278 -79.0699 0 0
1.44203 -79.9899 -77.6812 -78.8917 0 0
1.65616 -79.9765 -77.3372 -78.7117 0 0
1.87029 -79.9609 -76.9966 -78.5306 0 0
2.20785 -79.9324 -76.469 -78.2439 0 0
2.54542 -79.8992 -75.9554 -77.9578 0 0
2.88298 -79.8617 -75.458 -77.674 0 0
3.42064 -79.7937 -74.703 -77.23 0 0
3.9583 -79.7165 -73.9974 -76.8 0 0
4.49596 -79.6309 -73.3427 -76.3873 0 0
5.03362 -79.5379 -72.7386 -75.994 0 0
5.57128 -79.4385 -72.1835 -75.6213 0 0
6.10893 -79.3335 -71.6753 -75.2696 0 0
6.64659 -79.2237 -71.2113 -74.9389 0 0
7.52381 -79.0367 -70.5418 -74.4437 0 0
8.40102 -78.8426 -69.9697 -74.0006 0 0
9.27823 -78.6442 -69.4824 -73.6056 0 0
10.1554 -78.4441 -69.0685 -73.2541 0 0
11.0327 -78.2443 -68.7179 -72.942 0 0
11.9099 -78.0467 -68.422 -72.665 0 0
12.7871 -77.8526 -68.1731 -72.4195 0 0
13.6643 -77.6632 -67.9648 -72.2019 0 0
15.1621 -77.3533 -67.6868 -71.8866 0 0
16.6598 -77.063 -67.4884 -71.6313 0 0
18.1576 -76.7942 -67.3527 -71.4256 0 0
19.6554 -76.5478 -67.2669 -71.2615 0 0
21.1532 -76.3241 -67.2211 -71.1327 0 0
22.6509 -76.1226 -67.208 -71.034 0 0
24.1487 -75.9429 -67.2214 -70.9612 0 0
25.6465 -75.784 -67.2569 -70.9108 0 0
27.1443 -75.6449 -67.3106 -70.8801 0 0
28.642 -75.5245 -67.3794 -70.8665 0 0
30.1398 -75.4216 -67.4607 -70.8679 0 0
31.6376 -75.3351 -67.5525 -70.8826 0 0
33.1354 -75.2638 -67.6529 -70.9089 0 0
34.6331 -75.2065 -67.7606 -70.9454 0 0
36.1309 -75.1622 -67.8742 -70.991 0 0
37.6287 -75.1298 -67.9925 -71.0444 0 0
39.1264 -75.1083 -68.1145 -71.1047 0 0
40.6242 -75.0967 -68.2392 -71.1708 0 0
42.122 -75.0941 -68.3659 -71.2419 0 0
43.6198 -75.0997 -68.494 -71.3173 0 0
45.1175 -75.1126 -68.6227 -71.3963 0 0
46.6153 -75.1321 -68.7516 -71.4782 0 0
48.1131 -75.1575 -68.8801 -71.5624 0 0
49.6109 -75.1882 -69.0077 -71.6484 0 0
51.1086 -75.2234 -69.1342 -71.7357 0 0
52.6064 -75.2627 -69.259 -71.8238 0 0
55.7515 -75.356 -69.5147 -72.0099 0 0
58.8965 -75.4605 -69.7598 -72.1947 0 0
62.0415 -75.5723 -69.9921 -72.3754 0 0
65.1866 -75.6882 -70.2103 -72.5499 0 0
68.3316 -75.8056 -70.4135 -72.7166 0 0
71.4767 -75.9223 -70.6012 -72.8741 0 0
76.4913 -76.1029 -70.8684 -73.1046 0 0
81.5058 -76.2722 -71.0967 -73.3081 0 0
86.5204 -76.4266 -71.2881 -73.4841 0 0
91.535 -76.564 -71.4457 -73.6334 0 0
99.1722 -76.7397 -71.6286 -73.8136 0 0
106.809 -76.8758 -71.7553 -73.9444 0 0
114.447 -76.9767 -71.8393 -74.0355 0 0
122.084 -77.0479 -71.891 -74.0952 0 0
129.721 -77.0955 -71.92 -74.1318 0 0
137.358 -77.1253 -71.9349 -74.1524 0 0
144.995 -77.1421 -71.9405 -74.1623 0 0
152.632 -77.1499 -71.9402 -74.1649 0 0
160.27 -77.1518 -71.9371 -74.1635 0 0
167.907 -77.1502 -71.9328 -74.1599 0 0
175.544 -77.1467 -71.9276 -74.1551 0 0
183.181 -77.1424 -71.9227 -74.1502 0 0
190.818 -77.138 -71.9191 -74.146 0 0
198.455 -77.1341 -71.9159 -74.1423 0 0
206.093 -77.1308 -71.9131 -74.1392 0 0
213.73 -77.1282 -71.9113 -74.137 0 0
221.367 -77.1263 -71.9104 -74.1355 0 0
229.004 -77.1251 -71.9099 -74.1346 0 0
236.641 -77.1245 -71.91 -74.1343 0 0
244.278 -77.1245 -71.9106 -74.1345 0 0
251.916 -77.1248 -71.9111 -74.1349 0 0
259.553 -77.1255 -71.9117 -74.1355 0 0
267.19 -77.1264 -71.9126 -74.1363 0 0
274.827 -77.1274 -71.9133 -74.1371 0 0
282.464 -77.1286 -71.9141 -74.138 0 0
290.102 -77.1298 -71.9151 -74.139 0 0
295 -77.1307 -71.9157 -74.1397 0 0
295 -77.1307 -71.9157 -74.1397 0 1.9
295 -77.0761 -71.9157 -74.1397 0 1.9
295.001 -77.0293 -71.9157 -74.1397 0 1.9
295.001 -76.9649 -71.9157 -74.1397 0 1.9
295.002 -76.877 -71.9157 -74.1397 0 1.9
295.004 -76.7386 -71.9157 -74.1397 0 1.9
295.006 -76.6183 -71.9157 -74.1397 0 1.9
295.008 -76.5087 -71.9157 -74.1397 0 1.9
295.01 -76.4066 -71.9157 -74.1397 0 1.9
295.013 -76.2436 -71.9157 -74.1397 0 1.9
295.016 -76.0937 -71.9157 -74.1397 0 1.9
295.02 -75.8851 -71.9157 -74.1397 0 1.9
295.025 -75.6934 -71.9157 -74.1397 0 1.9
295.029 -75.515 -71.9157 -74.1397 0 1.9
295.037 -75.2457 -71.9157 -74.1397 0 1.9
295.045 -74.9982 -71.9157 -74.1397 0 1.9
295.058 -74.597 -71.9157 -74.1397 0 1.9
295.072 -74.2334 -71.9157 -74.1397 0 1.9
295.085 -73.8974 -71.9157 -74.1397 0 1.9
295.098 -73.5836 -71.9157 -74.1397 0 1.9
295.112 -73.2883 -71.9157 -74.1397 0 1.9
295.134 -72.8427 -71.9157 -74.1396 0 1.9
295.156 -72.4295 -71.9157 -74.1394 0 1.9
295.177 -72.0422 -71.9157 -74.1391 0 1.9
295.211 -71.4905 -71.9157 -74.138 0 1.9
295.244 -70.9796 -71.9157 -74.1358 0 1.9
295.277 -70.5023 -71.9157 -74.1321 0 1.9
295.339 -69.6979 -71.9157 -74.121 0 1.9
295.4 -68.967 -71.9155 -74.1033 0 1.9
295.461 -68.2953 -71.915 -74.0789 0 1.9
295.522 -67.6714 -71.914 -74.0482 0 1.9
295.583 -67.086 -71.9123 -74.0116 0 1.9
295.645 -66.5323 -71.9098 -73.9696 0 1.9
295.743 -65.6998 -71.9033 -73.8918 0 1.9
295.841 -64.9221 -71.8936 -73.8028 0 1.9
295.939 -64.1883 -71.8803 -73.7041 0 1.9
296.037 -63.4894 -71.8631 -73.5968 0 1.9
296.135 -62.8182 -71.842 -73.4821 0 1.9
296.288 -61.8072 -71.8008 -73.2886 0 1.9
296.442 -60.8324 -71.7499 -73.0807 0 1.9
296.596 -59.8775 -71.6896 -72.8604 0 1.9
296.75 -58.9252 -71.6202 -72.6288 0 1.9
296.904 -57.9551 -71.5422 -72.3869 0 1.9
297.135 -56.4 -71.4094 -72.0055 0 1.9
297.366 -54.5518 -71.259 -71.6024 0 1.9
297.424 -54.0028 -71.2187 -71.4981 0 1.9
297.481 -53.3882 -71.1774 -71.3922 0 1.9
297.577 -52.1597 -71.1071 -71.2141 0 1.9
297.672 -50.4562 -71.0339 -71.0308 0 1.9
297.696 -49.9062 -71.0152 -70.984 0 1.9
297.719 -49.2691 -70.9963 -70.9369 0 1.9
297.758 -47.9715 -70.9652 -70.8592 0 1.9
297.797 -46.1602 -70.9336 -70.7802 0 1.9
297.836 -43.3346 -70.9015 -70.6996 0 1.9
297.845 -42.3577 -70.8934 -70.6792 0 1.9
297.855 -41.1984 -70.8852 -70.6587 0 1.9
297.865 -39.8047 -70.8771 -70.6381 0 1.9
297.879 -37.1068 -70.8648 -70.6069 0 1.9
297.894 -33.2314 -70.8524 -70.5753 0 1.9
297.908 -27.2885 -70.8399 -70.5435 0 1.9
297.918 -21.1595 -70.8313 -70.5211 0 1.9
297.928 -12.5115 -70.8225 -70.4986 0 1.9
297.935 -5.26033 -70.8168 -70.4838 0 1.9
297.942 3.07309 -70.8111 -70.4689 0 1.9
297.948 11.8863 -70.8054 -70.4538 0 1.9
297.955 20.1728 -70.7996 -70.4387 0 1.9
297.961 27.0132 -70.7938 -70.4235 0 1.9
297.966 30.4878 -70.79 -70.4133 0 1.9
297.97 33.1877 -70.7862 -70.4032 0 1.9
297.974 35.2395 -70.7823 -70.3929 0 1.9
297.979 36.7679 -70.7785 -70.3826 0 1.9
297.983 37.885 -70.7747 -70.3722 0 1.9
297.987 38.6882 -70.7708 -70.3618 0 1.9
297.992 39.2549 -70.7669 -70.3513 0 1.9
297.996 39.6413 -70.7631 -70.3407 0 1.9
298 39.8876 -70.7592 -70.33 0 1.9
298.007 40.0609 -70.7532 -70.3134 0 1.9
298.014 40.0454 -70.7471 -70.2965 0 1.9
298.021 39.8877 -70.7411 -70.2794 0 1.9
298.027 39.6201 -70.735 -70.2619 0 1.9
298.034 39.2651 -70.729 -70.2442 0 1.9
298.041 38.8378 -70.7229 -70.226 0 1.9
298.051 38.0714 -70.7136 -70.1975 0 1.9
298.061 37.1888 -70.7042 -70.1678 0 1.9
298.071 36.2116 -70.6948 -70.1366 0 1.9
